,treeid,trayid,camp,species,circumference,diameter,baseheight,trayheight,height,fogdate,latitude,longitude,utm_x,utm_y,GPS_alt,DEM30_alt,DEM10_alt,climband
TC_T13-22,13,T13-22,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-23,13,T13-23,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-24,13,T13-24,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-25,13,T13-25,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-26,13,T13-26,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-27,13,T13-27,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-28,13,T13-28,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-29,13,T13-29,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-3,13,T13-3,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-30,13,T13-30,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-31,13,T13-31,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-32,13,T13-32,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-33,13,T13-33,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-34,13,T13-34,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-35,13,T13-35,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-4,13,T13-4,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-5,13,T13-5,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-6,13,T13-6,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-7,13,T13-7,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-8,13,T13-8,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T13-9,13,T13-9,BC,Liquidambar styracaflua,4.2,1.336901522,24,26.5,47.5,16/06/15,15.494643,-88.215253,369647.9662,1713406.246,1618.497803,1600,1600,2020
TC_T14-1,14,T14-1,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-10,14,T14-10,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-11,14,T14-11,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-12,14,T14-12,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-13,14,T14-13,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-14,14,T14-14,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-15,14,T14-15,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-16,14,T14-16,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-17,14,T14-17,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-18,14,T14-18,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-19,14,T14-19,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-2,14,T14-2,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-20,14,T14-20,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-21,14,T14-21,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-22,14,T14-22,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-23,14,T14-23,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-24,14,T14-24,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-25,14,T14-25,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-26,14,T14-26,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-27,14,T14-27,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-28,14,T14-28,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-29,14,T14-29,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-3,14,T14-3,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-30,14,T14-30,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-31,14,T14-31,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-32,14,T14-32,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-33,14,T14-33,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-34,14,T14-34,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-4,14,T14-4,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-5,14,T14-5,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-6,14,T14-6,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-7,14,T14-7,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-8,14,T14-8,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T14-9,14,T14-9,CP,Liquidambar styracaflua,3.3,1.050422624,23,23,43,21/06/15,15.507523,-88.215256,369655.7229,1714831.173,1718.647827,1702,1698,2020
TC_T15-1,15,T15-1,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-10,15,T15-10,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-11,15,T15-11,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-12,15,T15-12,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-13,15,T15-13,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-14,15,T15-14,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-15,15,T15-15,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-16,15,T15-16,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-17,15,T15-17,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-18,15,T15-18,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-19,15,T15-19,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-2,15,T15-2,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-20,15,T15-20,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-21,15,T15-21,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-22,15,T15-22,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-23,15,T15-23,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-24,15,T15-24,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-25,15,T15-25,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-26,15,T15-26,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-27,15,T15-27,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-28,15,T15-28,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-29,15,T15-29,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-3,15,T15-3,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-30,15,T15-30,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-31,15,T15-31,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-32,15,T15-32,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-33,15,T15-33,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-34,15,T15-34,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-35,15,T15-35,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-4,15,T15-4,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-5,15,T15-5,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-6,15,T15-6,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-7,15,T15-7,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-8,15,T15-8,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T15-9,15,T15-9,CP,Liquidambar styracaflua,3.8,1.209577567,29,33.5,54,27/06/15,15.509429,-88.215302,369651.9846,1715042.064,1746.919312,1755,1754,2020
TC_T16-1,16,T16-1,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-10,16,T16-10,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-11,16,T16-11,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-12,16,T16-12,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-13,16,T16-13,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-14,16,T16-14,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-15,16,T16-15,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-16,16,T16-16,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-17,16,T16-17,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-18,16,T16-18,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-19,16,T16-19,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-2,16,T16-2,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-20,16,T16-20,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-21,16,T16-21,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-22,16,T16-22,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-23,16,T16-23,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-24,16,T16-24,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-25,16,T16-25,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-26,16,T16-26,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-27,16,T16-27,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-28,16,T16-28,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-29,16,T16-29,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-3,16,T16-3,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-30,16,T16-30,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-31,16,T16-31,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-32,16,T16-32,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-4,16,T16-4,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-5,16,T16-5,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-6,16,T16-6,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-7,16,T16-7,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-8,16,T16-8,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T16-9,16,T16-9,CP,Liquidambar styracaflua,3.6,1.14591559,26,28.5,47.5,03/07/15,15.511137,-88.217709,369394.8608,1715232.488,1750.152344,1838,1834,2000
TC_T17-1,17,T17-1,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T17-11,17,T17-11,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T17-12,17,T17-12,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T17-17,17,T17-17,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T17-19,17,T17-19,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T17-24,17,T17-24,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T17-30,17,T17-30,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T17-32,17,T17-32,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T17-33,17,T17-33,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T17-34,17,T17-34,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T17-4,17,T17-4,CA,Pinus sp.,4.12,1.311436731,35,35,58,12/07/15,15.511752,-88.242441,366742.2744,1715315.76,1799.897705,1795,1795,2000
TC_T18-1,18,T18-1,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-10,18,T18-10,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-12,18,T18-12,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-17,18,T18-17,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-24,18,T18-24,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-27,18,T18-27,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-3,18,T18-3,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-30,18,T18-30,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-33,18,T18-33,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-34,18,T18-34,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-35,18,T18-35,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-6,18,T18-6,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T18-9,18,T18-9,CA,Pinus sp.,4.3,1.368732511,27,33,54,14/07/15,15.514112,-88.241734,366819.6274,1715576.412,1837.623779,1849,1845,2000
TC_T19-12,19,T19-12,GU,Pinus sp.,3.27,1.040873328,19.5,26.5,47.5,20/07/15,15.487468,-88.235778,367441.5216,1712625.049,1281.761841,1220,1230,2080
TC_T19-2,19,T19-2,GU,Pinus sp.,3.27,1.040873328,19.5,26.5,47.5,20/07/15,15.487468,-88.235778,367441.5216,1712625.049,1281.761841,1220,1230,2080
TC_T19-21,19,T19-21,GU,Pinus sp.,3.27,1.040873328,19.5,26.5,47.5,20/07/15,15.487468,-88.235778,367441.5216,1712625.049,1281.761841,1220,1230,2080
TC_T19-23,19,T19-23,GU,Pinus sp.,3.27,1.040873328,19.5,26.5,47.5,20/07/15,15.487468,-88.235778,367441.5216,1712625.049,1281.761841,1220,1230,2080
TC_T19-28,19,T19-28,GU,Pinus sp.,3.27,1.040873328,19.5,26.5,47.5,20/07/15,15.487468,-88.235778,367441.5216,1712625.049,1281.761841,1220,1230,2080
TC_T19-30,19,T19-30,GU,Pinus sp.,3.27,1.040873328,19.5,26.5,47.5,20/07/15,15.487468,-88.235778,367441.5216,1712625.049,1281.761841,1220,1230,2080
